OBJECTID,OSHPD_ID,FACILITY_NAME,LICENSE_NUM,FACILITY_LEVEL_DESC,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,COUNTY_CODE,COUNTY_NAME,ER_SERVICE_LEVEL_DESC,TOTAL_NUMBER_BEDS,FACILITY_STATUS_DESC,FACILITY_STATUS_DATE,LICENSE_TYPE_DESC,LICENSE_CATEGORY_DESC,LATITUDE,LONGITUDE,x,y
377,306374349,COLLEGE AREA PREGNANCY SERVICES,90000659,Parent Facility,6663 El Cajon Blvd,San Diego,92115,37,San Diego,Not Applicable,,Open,5/29/2005 12:00:00 AM,Clinic,Free Clinic,32.76783,-117.05529,6314122.01434864,1860106.75844547
378,306374359,TRUECARE,80000638,Parent Facility,1130 2nd St,Encinitas,92024,37,San Diego,Not Applicable,,Open,8/25/2005 12:00:00 AM,Clinic,Community Clinic,33.03757,-117.29369,6241821.78854255,1958895.77510589
379,306374378,PLANNED PARENTHOOD - CITY HEIGHTS CLINIC,550000210,Parent Facility,4305 University Ave,San Diego,92105,37,San Diego,Not Applicable,,Open,7/3/2006 12:00:00 AM,Clinic,Community Clinic,32.74957,-117.10103,6300007.49500555,1853574.82269047
380,306374379,SAN YSIDRO HEALTH MOBILE HEALTH SERVICES 1G,550000116,Parent Facility,4004 BEYER BLVD,SAN YSIDRO,92173,37,San Diego,Not Applicable,,Open,1/1/2006 12:00:00 AM,Clinic,Community Clinic,32.558498,-117.047674,6315880.46391572,1783926.03351064
381,306374380,SAN YSIDRO HEALTH MOBILE HEALTH SERVICES 1F,550000117,Parent Facility,4004 Beyer Blvd,San Ysidro,92173,37,San Diego,Not Applicable,,Open,1/1/2006 12:00:00 AM,Clinic,Community Clinic,32.55828,-117.04684,6316136.8357783,1783844.75152098
382,306374385,FRESENIUS MEDICAL CARE OF LA JOLLA,550000269,Parent Facility,4765 Carmel Mountain Rd,San Diego,92130,37,San Diego,Not Applicable,,Open,10/17/2006 12:00:00 AM,Clinic,Chronic Dialysis Clinic,32.92177,-117.21285,6266206.14397322,1916525.57933465
383,306374387,PLANNED PARENTHOOD - EL CAJON CLINIC,90000144,Parent Facility,1685 E Main St,El Cajon,92021,37,San Diego,Not Applicable,,Open,12/7/2006 12:00:00 AM,Clinic,Community Clinic,32.81145,-116.9191,6356088.39202988,1875681.41036698
384,306374393,LA MESA REHAB,80000742,Parent Facility,8380 Center Dr,La Mesa,91942,37,San Diego,Not Applicable,,Open,6/11/2007 12:00:00 AM,Clinic,Rehabilitation Clinic,32.77533,-117.01635,6326112.10847864,1862745.31681664
385,306374398,SHERMAN HEIGHTS FAMILY HEALTH CENTER,90000565,Parent Facility,2391 Island Ave,San Diego,92102,37,San Diego,Not Applicable,,Open,6/4/2007 12:00:00 AM,Clinic,Community Clinic,32.71047,-117.14259,6287107.72716998,1839455.78367139
386,306374401,"ALLIANCE HEALTH CLINIC, INC.",550000541,Parent Facility,5952 El Cajon Blvd,San Diego,92115,37,San Diego,Not Applicable,,Open,7/26/2007 12:00:00 AM,Clinic,Community Clinic,32.76026,-117.06941,6309759.93219355,1857386.34328264
387,306374405,COMMUNITY ELDERCARE OF SAN DIEGO,550000626,Parent Facility,111 ELM ST,SAN DIEGO,92101,37,San Diego,Not Applicable,,Open,12/4/2007 12:00:00 AM,Clinic,Community Clinic,32.7236951,-117.163407,6280746.68969522,1844322.96520998
388,306374409,SAN YSIDRO HEALTH CHILDREN'S DENTAL CENTER AT RADY CHILDREN'S HOSPITAL,550000692,Parent Facility,8110 Birmingham Way,San Diego,92123,37,San Diego,Not Applicable,,Open,4/8/2019 12:00:00 AM,Clinic,Community Clinic,32.7984927,-117.1521511,6284443.88964988,1871506.65001573
389,306374413,FRESENIUS MEDICAL CARE BUENA CREEK,80000623,Parent Facility,950 Hacienda Dr,Vista,92081,37,San Diego,Not Applicable,,Open,5/28/2008 12:00:00 AM,Clinic,Chronic Dialysis Clinic,33.19331,-117.26247,6251939.38772988,2015465.04385689
390,306374421,CHULA VISTA FAMILY HEALTH CENTER,550000877,Parent Facility,251 Landis Ave,Chula Vista,91910,37,San Diego,Not Applicable,,Open,2/4/2009 12:00:00 AM,Clinic,Community Clinic,32.64253,-117.08148,6305707.75000922,1814581.37443081
391,306374425,SAN MARCOS DIALYSIS CENTER,550000991,Parent Facility,2135 Montiel Rd,San Marcos,92069,37,San Diego,Not Applicable,,Open,4/22/2009 12:00:00 AM,Clinic,Chronic Dialysis Clinic,33.1322,-117.11745,6296117.24852097,1992830.78696014
392,306374426,SAMAHAN HEALTH CENTERS : 2835 HIGHLAND,550000148,Parent Facility,2835 Highland Ave,National City,91950,37,San Diego,Not Applicable,,Open,5/1/2019 12:00:00 AM,Clinic,Community Clinic,32.66009,-117.09165,6302628.66167922,1820995.44985723
393,306374430,PREGNANCY RESOURCE CENTER,80000658,Parent Facility,1830 Hacienda Dr,Vista,92081,37,San Diego,Not Applicable,,Open,11/19/2008 12:00:00 AM,Clinic,Community Clinic,33.18666,-117.28014,6246510.11906089,2013098.47739582
394,306374432,SAN YSIDRO HEALTH PARADISE HILLS,550001126,Parent Facility,2400 E 8th St,National City,91950,37,San Diego,Not Applicable,,Open,8/20/2009 12:00:00 AM,Clinic,Community Clinic,32.68279,-117.08199,6305667.64116555,1829230.65943664
395,306374434,TRUECARE,80000240,Parent Facility,605 Crouch St,Oceanside,92054,37,San Diego,Not Applicable,,Open,7/13/2009 12:00:00 AM,Clinic,Community Clinic,33.19623,-117.35373,6224033.72995864,2016810.75277965
396,306374436,LEMON GROVE FAMILY HEALTH CENTER,550001268,Parent Facility,7592 Broadway,Lemon Grove,91945,37,San Diego,Not Applicable,,Open,4/29/2010 12:00:00 AM,Clinic,Community Clinic,32.7427438,-117.0344478,6320460.16866705,1850930.64818881
397,306374438,LOGAN HEIGHTS FAMILY COUNSELING CENTER,550000024,Parent Facility,2204 National Ave,San Diego,92113,37,San Diego,Not Applicable,,Open,5/9/2010 12:00:00 AM,Clinic,Community Clinic,32.6972763,-117.139805,6287923.41123414,1834648.14925781
398,306374445,LA MAESTRA COMMUNITY HEALTH CENTERS - CITY HEIGHTS,90000378,Parent Facility,4060 Fairmount Ave,San Diego,92105,37,San Diego,Not Applicable,,Open,8/16/2010 12:00:00 AM,Clinic,Community Clinic,32.75053,-117.10093,6300041.09139505,1853923.85283232
399,306374446,FALLBROOK FAMILY HEALTH CENTER,80000150,Parent Facility,1328 S Mission Rd,Fallbrook,92028,37,San Diego,Not Applicable,,Open,11/5/2010 12:00:00 AM,Clinic,Community Clinic,33.36882,-117.25081,6256119.22582689,2079288.56647205
400,306374448,"CENTRO MEDICO, ESCONDIDO",550001260,Parent Facility,1121 E Washington Ave,Escondido,92025,37,San Diego,Not Applicable,,Open,4/14/2010 12:00:00 AM,Clinic,Community Clinic,33.13229,-117.06933,6310848.20003013,1992744.37604372
401,306374450,NESTOR COMMUNITY HEALTH CENTER,550001474,Parent Facility,1016 Outer Rd,San Diego,92154,37,San Diego,Not Applicable,,Open,1/27/2011 12:00:00 AM,Clinic,Community Clinic,32.57797,-117.08254,6305193.88686372,1791094.67074814
402,306374470,KIDCARE EXPRESS,90000612,Parent Facility,823 Gateway Center Way,San Diego,92102,37,San Diego,Not Applicable,,Open,4/28/2012 12:00:00 AM,Clinic,Community Clinic,32.7150356,-117.1133094,6296128.04574347,1841041.06626198
403,306374471,CITY HEIGHTS FAMILY HEALTH CENTER,90000677,Parent Facility,5454 El Cajon Blvd,San Diego,92115,37,San Diego,Not Applicable,,Open,11/1/2012 12:00:00 AM,Clinic,Community Clinic,32.7581401,-117.0776962,6307206.44517456,1856635.1705724
404,306374477,ST. PAUL'S PACE,550001964,Parent Facility,630 L St,Chula Vista,91911,37,San Diego,Not Applicable,,Open,6/19/2012 12:00:00 AM,Clinic,Community Clinic,32.6162532,-117.0852857,6304459.63833222,1805030.28264065
405,306374480,TRUECARE,80000630,Parent Facility,1295 Carlsbad Village Dr,Carlsbad,92008,37,San Diego,Not Applicable,,Open,2/5/2013 12:00:00 AM,Clinic,Community Clinic,33.16584,-117.33826,6228650.49828413,2005704.08207965
406,306374484,LA MAESTRA COMMUNITY HEALTH CENTERS - MOBILE CLINIC,550001919,Parent Facility,4060 Fairmount Ave,San Diego,92105,37,San Diego,Not Applicable,,Open,5/2/2013 12:00:00 AM,Clinic,Community Clinic,32.750539,-117.101346,6299913.2166508,1853928.17139323
407,306374485,WOMEN'S HEALTH & WELLNESS CENTER,550002058,Parent Facility,8851 Center Dr,La Mesa,91942,37,San Diego,Not Applicable,,Open,11/12/2013 12:00:00 AM,Clinic,Community Clinic,32.78214,-117.00707,6328982.50496881,1865202.20691597
408,306374491,KING-CHAVEZ HEALTH CENTER,90000660,Parent Facility,950 S Euclid Ave,San Diego,92114,37,San Diego,Not Applicable,,Open,6/14/2013 12:00:00 AM,Clinic,Community Clinic,32.69609,-117.085623,6304588.57606646,1834078.60971448
409,306374493,RICE FAMILY HEALTH CENTER,550002305,Parent Facility,352 L St,Chula Vista,91911,37,San Diego,Not Applicable,,Open,6/20/2013 12:00:00 AM,Clinic,Community Clinic,32.61997,-117.07394,6307963.94825272,1806354.79344305
410,306374494,DTFHC AT CONNECTIONS,550002251,Parent Facility,1250 6th Ave,San Diego,92101,37,San Diego,Not Applicable,,Open,4/24/2013 12:00:00 AM,Clinic,Community Clinic,32.7184,-117.15929,6281996.06318071,1842385.36639489
411,306374498,SAN YSIDRO HEALTH CHULA VISTA,550002394,Parent Facility,678 3rd Ave,Chula Vista,91910,37,San Diego,Not Applicable,,Open,9/12/2013 12:00:00 AM,Clinic,Community Clinic,32.6286022,-117.0755014,6307508.04069997,1809499.30782332
412,306374506,FRESENIUS MEDICAL CARE EAST LAKES,550002635,Parent Facility,2391 Boswell Rd,Chula Vista,91914,37,San Diego,Not Applicable,,Open,2/19/2014 12:00:00 AM,Clinic,Chronic Dialysis Clinic,32.656008,-116.96252,6342361.25117713,1819214.05545415
413,306374509,U.S. RENAL CARE CHULA VISTA DIALYSIS,550002672,Parent Facility,2084 Otay Lakes Rd,Chula Vista,91915,37,San Diego,Not Applicable,,Open,5/9/2014 12:00:00 AM,Clinic,Chronic Dialysis Clinic,32.64474,-116.97353,6338944.04902205,1815137.65547048
414,306374513,DIAMOND NEIGHBORHOODS FAMILY HEALTH CENTER,550000465,Parent Facility,4725 Market St,San Diego,92102,37,San Diego,Not Applicable,,Open,4/27/2014 12:00:00 AM,Clinic,Community Clinic,32.71125,-117.09292,6302388.2746928,1839612.41885681
415,306374514,SAN YSIDRO HEALTH SAN DIEGO PACE/SENIOR HEALTH SERVICES,550002823,Parent Facility,3364 Beyer Blvd,San Ysidro,92173,37,San Diego,Not Applicable,,Open,9/29/2014 12:00:00 AM,Clinic,Community Clinic,32.56613,-117.06101,6311792.88153972,1786734.54954715
416,306374518,FAMILYHEALTH AT CITY COLLEGE,550002865,Parent Facility,1550 Broadway,San Diego,92101,37,San Diego,Not Applicable,,Open,10/22/2014 12:00:00 AM,Clinic,Community Clinic,32.71577,-117.14992,6284869.70310272,1841403.48121956
417,306374519,SAMAHAN HEALTH CENTERS: GRANGER,550002622,Parent Facility,2101 Granger Ave,National City,91950,37,San Diego,Not Applicable,,Open,1/3/2019 12:00:00 AM,Clinic,Community Clinic,32.67262,-117.07387,6308136.86785439,1825510.60913397
418,306374527,SAN YSIDRO HEALTH MOBILE HEALTH SERVICES 1H,550002193,Parent Facility,4004 Beyer Blvd,San Ysidro,92173,37,San Diego,Not Applicable,,Open,2/19/2019 12:00:00 AM,Clinic,Community Clinic,32.55828,-117.04684,6316136.8357783,1783844.75152098
419,306374529,SAN YSIDRO HEALTH MI CLINICA AT NORTHGATE,550003023,Parent Facility,1058 3rd Ave,Chula Vista,91911,37,San Diego,Not Applicable,,Open,4/2/2015 12:00:00 AM,Clinic,Community Clinic,32.61456,-117.06947,6309324.84480913,1804375.58808389
420,306374532,VISTA COMMUNITY CLINIC MOBILE HEALTH VAN,550003105,Parent Facility,1000 Vale Terrace Dr,Vista,92084,37,San Diego,Not Applicable,,Open,5/21/2015 12:00:00 AM,Clinic,Community Clinic,33.20906,-117.22881,6262290.01302597,2021097.18088657
421,306374534,HILLCREST FAMILY HEALTH CENTER,550003099,Parent Facility,4094 4th Ave,San Diego,92103,37,San Diego,Not Applicable,,Open,6/10/2015 12:00:00 AM,Clinic,Community Clinic,32.75163,-117.16169,6281363.62087606,1854481.97343522
422,306374535,IBARRA FAMILY HEALTH CENTER,550003108,Parent Facility,4874 Polk Ave,San Diego,92105,37,San Diego,Not Applicable,,Open,6/15/2015 12:00:00 AM,Clinic,Community Clinic,32.75136,-117.08956,6303539.29732513,1854197.4963139
423,306374536,PLANNED PARENTHOOD - ISABELLA CENTER,80000224,Parent Facility,1964 Via Cntr,Vista,92081,37,San Diego,Not Applicable,,Open,5/22/2015 12:00:00 AM,Clinic,Community Clinic,33.18401,-117.28382,6245374.73944189,2012145.45403939
424,306374538,TREE OF LIFE FOR HEALTHY BIRTHING AND PARENTING,550003143,Parent Facility,617 Saxony Pl,Encinitas,92024,37,San Diego,Not Applicable,,Open,7/2/2015 12:00:00 AM,Clinic,Alternative Birthing Center,33.05485,-117.28607,6244219.40579455,1965159.49551806
425,306374539,FAMILY HEALTH ON COMMERCIAL,550003113,Parent Facility,2325 Commercial St,San Diego,92113,37,San Diego,Not Applicable,,Open,6/19/2015 12:00:00 AM,Clinic,Community Clinic,32.70518,-117.143,6286965.12870188,1837532.18417214
426,306374540,TURNING POINT PREGNANCY RESOURCE CENTER INC.,550002448,Parent Facility,7340 Miramar Rd,San Diego,92126,37,San Diego,Not Applicable,,Open,10/27/2015 12:00:00 AM,Clinic,Community Clinic,32.88295,-117.15464,6283945.69609247,1902241.6088869
427,306374549,"CENTRO MEDICO, EL CAJON",550000430,Parent Facility,133 W Main St,El Cajon,92020,37,San Diego,Not Applicable,,Open,3/2/2016 12:00:00 AM,Clinic,Community Clinic,32.79492,-116.96277,6342629.81330405,1869756.08461922
428,306374551,TURNING POINT PREGNANCY RESOURCE CENTER,550002940,Parent Facility,7340 Miramar Rd,San Diego,92126,37,San Diego,Not Applicable,,Open,1/14/2016 12:00:00 AM,Clinic,Free Clinic,32.88298,-117.15458,6283964.21049114,1902252.36411473
429,306374553,SAN DIEGO FAMILY CARE,550003427,Parent Facility,7011 Linda Vista Rd,San Diego,92111,37,San Diego,Not Applicable,,Open,3/3/2016 12:00:00 AM,Clinic,Community Clinic,32.78826,-117.16898,6279239.77374581,1867828.82666273
430,306374558,OAK PARK FAMILY HEALTH CENTER,550003556,Parent Facility,5160 Federal Blvd,San Diego,92105,37,San Diego,Not Applicable,,Open,6/22/2016 12:00:00 AM,Clinic,Community Clinic,32.72148,-117.08354,6305303.25442713,1843311.25693156
431,306374559,EL CAJON FAMILY HEALTH CENTER,550003553,Parent Facility,525 E Main St,El Cajon,92020,37,San Diego,Not Applicable,,Open,6/21/2016 12:00:00 AM,Clinic,Community Clinic,32.79492,-116.95597,6344719.48104072,1869741.86745606
432,306374560,FRESENIUS MEDICAL CARE RAVEN,550003681,Parent Facility,499 Raven St,San Diego,92102,37,San Diego,Not Applicable,,Open,4/13/2016 12:00:00 AM,Clinic,Chronic Dialysis Clinic,32.71052,-117.10758,6297876.77813838,1839383.59221473
433,306374565,SAN YSIDRO HEALTH SOUTH BAY,550003806,Parent Facility,330 E 8th St,National City,91950,37,San Diego,Not Applicable,,Open,12/23/2018 12:00:00 AM,Clinic,Community Clinic,32.67693,-117.1029,6299216.35223089,1827150.57107714
434,306374568,SAMAHAN HEALTH CENTERS: RANCHO PENASQUITOS,550003857,Parent Facility,9995 Carmel Mountain Rd,San Diego,92129,37,San Diego,Not Applicable,,Open,5/5/2017 12:00:00 AM,Clinic,Community Clinic,32.96073,-117.11185,6297315.84553322,1930429.39142197
435,306374569,"GARY AND MARY WEST SENIOR DENTAL CENTER, INC.",550003514,Parent Facility,1525 4th Ave,San Diego,92101,37,San Diego,Not Applicable,,Open,5/27/2017 12:00:00 AM,Clinic,Community Clinic,32.72165,-117.16096,6281492.75841305,1843572.30660631
436,406134004,UNI CARE HOME CARE INC,80000454,Parent Facility,630 S Brawley Ave,Brawley,92227,13,Imperial,Not Applicable,,Open,6/24/2011 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,32.9717761,-115.5424285,6778676.53504089,1934092.27550039
437,406134007,"ACCENTCARE HOME HEALTH OF CALIFORNIA, INC.",80000479,Parent Facility,2344 S 2nd St,El Centro,92243,13,Imperial,Not Applicable,,Open,7/28/1994 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,32.77185,-115.54605,6778056.98969205,1861343.94855639
438,406134015,HOSPICE OF IMPERIAL VALLEY,80000570,Parent Facility,137 S 8th St,El Centro,92243,13,Imperial,Not Applicable,,Open,12/5/2014 12:00:00 AM,Home Health Agency/Hospice,Hospice,32.79207,-115.56135,6773305.41094063,1868669.35385306
439,406134021,GENTIVA HEALTH SERVICES,80000283,Parent Facility,1503 N Imperial Ave,El Centro,92243,13,Imperial,Not Applicable,,Open,7/1/2005 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,32.80689,-115.56975,6770688.78953347,1874044.49566181
440,406134025,N YOUR HOME HEALTH CARE,550001205,Parent Facility,515 W Main St,El Centro,92243,13,Imperial,Not Applicable,,Open,1/21/2010 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,32.7928,-115.5521673,6776125.60838422,1868953.71876989
441,406134028,HEALTHPEAK HOME HEALTH,550001940,Parent Facility,1486 S Imperial Ave,El Centro,92243,13,Imperial,Not Applicable,,Open,10/27/2014 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,32.77999,-115.56974,6770755.71853347,1864257.25703423
442,406134029,ARIA HOSPICE LLC,550002567,Parent Facility,229 S 8th St,El Centro,92243,13,Imperial,Not Applicable,,Open,8/10/2016 12:00:00 AM,Home Health Agency/Hospice,Hospice,32.79102,-115.56138,6773298.7147598,1868287.26242565
443,406134034,"ACCENTCARE HOSPICE OF CALIFORNIA, INC.",550003173,Parent Facility,2344 S 2nd St,El Centro,92243,13,Imperial,Not Applicable,,Open,7/23/2015 12:00:00 AM,Home Health Agency/Hospice,Hospice,32.77185,-115.54605,6778056.98969205,1861343.94855639
444,406164034,"AT HOME NURSING CARE, INC - PARENT",550002240,Parent Facility,531 Encinitas Blvd,Encinitas,92024,37,San Diego,Not Applicable,,Open,8/26/2019 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,33.0461,-117.27905,6246338.83659506,1961954.66498548
445,406193579,"CARE FROM THE HEART HOSPICE, LLC",550006472,Parent Facility,260 S Orange St,Escondido,92025,37,San Diego,Not Applicable,,Open,6/25/2021 12:00:00 AM,Home Health Agency/Hospice,Hospice,33.11815,-117.08444,6306181.48921922,1987636.35673223
446,406300117,"ACCENTCARE HOME HEALTH OF CALIFORNIA, INC.",60000027,Parent Facility,3636 Birch St,Newport Beach,92660,30,Orange,Not Applicable,,Open,6/22/1983 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,33.663,-117.87144,6068315.49808864,2188702.95787907
447,406300802,ELDERCARE CORP.,550003509,Parent Facility,23331 El Toro Rd,Lake Forest,92630,30,Orange,Not Applicable,,Open,5/16/2018 12:00:00 AM,Home Health Agency/Hospice,Hospice,33.62371,-117.69677,6121260.26162148,2173625.30693206
448,406300930,WEST COAST HOME HEALTH,550003295,Parent Facility,29222 Rancho Viejo Rd,San Juan Capistrano,92675,30,Orange,Not Applicable,,Open,1/1/2017 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,33.53894,-117.67366,6127873.5528568,2142685.25595139
449,406300942,AMEDISYS HOSPICE,550003531,Parent Facility,30101 Town Center Dr,Laguna Niguel,92677,30,Orange,Not Applicable,,Open,4/5/2019 12:00:00 AM,Home Health Agency/Hospice,Hospice,33.52521,-117.71498,6115213.75402947,2137864.14190598
450,406301006,GREEN MEADOWS HOSPICE CARE,550003634,Parent Facility,1442 Irvine Blvd,Tustin,92780,30,Orange,Not Applicable,,Open,1/3/2020 12:00:00 AM,Home Health Agency/Hospice,Hospice,33.7448,-117.80487,6089013.06102413,2218157.42620097
451,406301237,"MEMORIALCARE HOME HEALTH, LLC",60000218,Parent Facility,23382 Mill Creek Dr,Laguna Hills,92653,30,Orange,Not Applicable,,Open,7/14/2020 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,33.62332,-117.73361,6110044.55734688,2173640.99686131
452,406301344,ADVANTAGE HEALTH SYSTEMS,550003807,Parent Facility,151 Kalmus Dr,Costa Mesa,92626,30,Orange,Not Applicable,,Open,1/1/2018 12:00:00 AM,Home Health Agency/Hospice,Hospice,33.67269,-117.88212,6065121.35716721,2192279.29816732
453,406301345,WESTERN HORIZON HOSPICE AND PALLIATIVE CARE INC.,550003731,Parent Facility,2 S Pointe Dr,Lake Forest,92630,30,Orange,Not Applicable,,Open,10/8/2020 12:00:00 AM,Home Health Agency/Hospice,Hospice,33.65964,-117.69849,6120918.33842081,2186705.70990506
454,406301347,SPECIALIZED HOME HEALTH SERVICES,980001470,Parent Facility,2755 Bristol St,Costa Mesa,92626,30,Orange,Not Applicable,,Open,7/3/2018 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,33.67364,-117.88907,6063012.52805156,2192658.11794773
455,406301542,LAKE FOREST HOSPICE,550004515,Parent Facility,22772 Centre Dr,Lake Forest,92630,30,Orange,Not Applicable,,Open,1/23/2019 12:00:00 AM,Home Health Agency/Hospice,Hospice,33.63146,-117.71705,6115126.92710339,2176531.38937448
456,406301552,ST. BERNARDINE HOSPICE CARE INC.,550003764,Parent Facility,6 Venture,Irvine,92618,30,Orange,Not Applicable,,Open,1/12/2019 12:00:00 AM,Home Health Agency/Hospice,Hospice,33.65955,-117.75336,6104222.9544888,2186909.30201755
457,406301553,VISION VIEJO HOSPICE SERVICES,550003754,Parent Facility,27281 Las Ramblas,Mission Viejo,92691,30,Orange,Not Applicable,,Open,1/4/2019 12:00:00 AM,Home Health Agency/Hospice,Hospice,33.56653,-117.66865,6129536.62400572,2152702.89569297
458,406301793,"GOLDEN COAST HOSPICE AND PALLIATIVE CARE, INC.",550004826,Parent Facility,2522 Chambers Rd,Tustin,92780,30,Orange,Not Applicable,,Open,8/8/2019 12:00:00 AM,Home Health Agency/Hospice,Hospice,33.71759,-117.80748,6088071.8194683,2208268.81769739
459,406301944,HOSPICE OF HOPE,550004975,Parent Facility,25301 Cabot Rd,Laguna Hills,92653,30,Orange,Not Applicable,,Open,6/1/2021 12:00:00 AM,Home Health Agency/Hospice,Hospice,33.59402,-117.67575,6127510.81342481,2162734.5130969
460,406301968,PARENTIS HOSPICE,550003689,Parent Facility,24012 Calle de la Plata,Laguna Hills,92653,30,Orange,Not Applicable,,Open,8/21/2019 12:00:00 AM,Home Health Agency/Hospice,Hospice,33.60983,-117.71135,6116751.47930047,2168637.00326039
461,406302067,SALUS HOME HEALTH,980001437,Parent Facility,630 Roosevelt,Irvine,92620,30,Orange,Not Applicable,,Open,8/10/2019 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,33.695,-117.76707,6100239.21015972,2199868.21081097
462,406302109,VNA OF ORANGE COUNTY LLC  -PARENT,60000199,Parent Facility,17682 Mitchell N,Irvine,92614,30,Orange,Not Applicable,,Open,3/7/2019 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,33.69289,-117.85874,6072347.22427714,2199518.43723232
463,406302122,"ALTERA HOME HEALTH, LLC",550005139,Parent Facility,24361 El Toro Rd,Laguna Woods,92637,30,Orange,Not Applicable,,Open,12/12/2019 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,33.60969,-117.7321,6110433.68714605,2168675.23677973
464,406302357,"SPECIALTY PHARMACY NURSING NETWORK, INC.",550004840,Parent Facility,23046 Avenida de la Carlota,Laguna Hills,92653,30,Orange,Not Applicable,,Open,2/15/2020 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,33.62727,-117.72227,6113516.63143948,2175029.26278555
465,406302484,"REDAN MEDICAL, INC.",550005477,Parent Facility,2030 Main St,Irvine,92614,30,Orange,Not Applicable,,Open,3/30/2020 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,33.683,-117.85292,6074062.00267172,2195892.73024489
466,406302538,SOUTH CITY HOSPICE,550005346,Parent Facility,23101 Moulton Pkwy,Laguna Hills,92653,30,Orange,Not Applicable,,Open,3/3/2020 12:00:00 AM,Home Health Agency/Hospice,Hospice,33.62698,-117.73083,6110909.67438306,2174960.64645298
467,406302539,LAGUNA HILLS HOSPICE,550005313,Parent Facility,23232 Peralta Dr,Laguna Hills,92653,30,Orange,Not Applicable,,Open,2/20/2020 12:00:00 AM,Home Health Agency/Hospice,Hospice,33.62509,-117.72451,6112823.61117198,2174245.7105469
468,406302612,"ETHICS AMERICA, INC",550004974,Parent Facility,23151 Alcalde Dr,Laguna Hills,92653,30,Orange,Not Applicable,,Open,10/3/2019 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,33.62342,-117.7258,6112422.35508472,2173643.64154106
469,406302721,HOSPICE & PALLIATIVE CARE OF CALIFORNIA,550005525,Parent Facility,26060 Acero,Mission Viejo,92691,30,Orange,Not Applicable,,Open,5/29/2020 12:00:00 AM,Home Health Agency/Hospice,Hospice,33.61859,-117.6755,6127709.16670264,2171673.21667615
470,406302893,"OPTUM INFUSION SERVICES 402, LLC",550004307,Parent Facility,2300 Main St,Irvine,92614,30,Orange,Not Applicable,,Open,9/3/2020 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,33.68362,-117.84729,6075777.97036839,2196092.03233972
471,406303108,"TRANSITION CARE TELEMETRY, INC.",550006146,Parent Facility,30320 Rancho Viejo Rd,San Juan Capistrano,92675,30,Orange,Not Applicable,,Open,10/1/2021 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,33.52205,-117.66477,6130498.82614955,2136503.09279081
472,406303112,ATHOME HEALTHCARE,550006112,Parent Facility,18002 Irvine Blvd,Tustin,92780,30,Orange,Not Applicable,,Open,3/22/2021 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,33.74792,-117.81811,6085005.67599431,2219352.92676273
473,406303777,SISTERS HOSPICE CARE LLC,550006918,Parent Facility,1442 Irvine Blvd,Tustin,92780,30,Orange,Not Applicable,,Open,7/8/2021 12:00:00 AM,Home Health Agency/Hospice,Hospice,33.74467,-117.80532,6088875.57212588,2218112.16546473
474,406304250,VITAS HEALTHCARE CORPORATION OF CALIFORNIA- BRANCH,80000602,Branch,310 Commerce,Irvine,92602,30,Orange,Not Applicable,,Open,11/30/2017 12:00:00 AM,Home Health Agency/Hospice,Hospice,33.71734,-117.78617,6094549.95054089,2208081.72194298
475,406304254,ST. JOSEPH HEALTH SYSTEM HOME HEALTH AGENCY - BRANCH,60000099,Branch,26522 La Alameda,Mission Viejo,92691,30,Orange,Not Applicable,,Open,3/31/2019 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,33.56415,-117.66737,6129914.72725214,2151831.64251423
476,406304261,CORAM CVS/SPECIALTY INFUSION SERVICES - BRANCH,240000748,Branch,3002 Dow Ave,Tustin,92780,30,Orange,Not Applicable,,Open,6/29/1999 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,33.7081749,-117.8041955,6089019.42846547,2204828.21499856
477,406304268,"OSO HOME CARE, INC.",60000543,Parent Facility,17175 Gillette Ave,Irvine,92614,30,Orange,Not Applicable,,Open,8/9/2000 12:00:00 AM,Home Health Agency/Hospice,Home Health Agency,33.69681,-117.84931,6075237.15747364,2200900.5939168
